
   INFO  Server running on [http://10.255.1.41:8001].  

  Press Ctrl+C to stop the server
  2026-01-07 15:18:23 /login ..................................... ~ 500.97ms
  2026-01-07 15:18:24 /dashboard ................................... ~ 0.30ms
  2026-01-07 15:18:24 /assets/css/app.css .......................... ~ 0.23ms
  2026-01-07 15:18:24 /assets/images/logo.png ...................... ~ 0.24ms
  2026-01-07 15:18:25 /logout ...................................... ~ 0.38ms
  2026-01-07 15:18:25 /login ....................................... ~ 0.33ms
  2026-01-07 15:18:25 /assets/css/app.css .......................... ~ 0.23ms
  2026-01-07 15:18:25 /assets/images/logo.png ...................... ~ 0.36ms
  2026-01-07 15:47:12 / ............................................ ~ 0.61ms
  2026-01-07 15:47:12 /login ..................................... ~ 541.92ms
  2026-01-07 15:47:12 /assets/css/app.css .......................... ~ 0.61ms
  2026-01-07 15:47:12 /assets/images/logo.png ..................... ~ 26.86ms
  2026-01-07 15:47:13 /favicon.ico ................................. ~ 0.31ms
  2026-01-07 15:47:29 /login ..................................... ~ 501.22ms
  2026-01-07 15:47:30 /login ....................................... ~ 0.23ms
  2026-01-07 15:47:30 /assets/css/app.css .......................... ~ 0.36ms
  2026-01-07 15:47:30 /assets/images/logo.png ..................... ~ 10.13ms
  2026-01-07 15:47:30 /favicon.ico ................................. ~ 0.22ms
  2026-01-07 15:47:47 /login ..................................... ~ 501.08ms
  2026-01-07 15:47:47 /dashboard ................................... ~ 0.34ms
  2026-01-07 15:47:47 /assets/css/app.css .......................... ~ 0.43ms
  2026-01-07 15:47:47 /assets/images/logo.png ..................... ~ 12.05ms
  2026-01-07 15:47:47 /favicon.ico ................................. ~ 0.33ms
  2026-01-07 15:47:57 /dashboard/new_users/date .................. ~ 501.01ms
  2026-01-07 15:47:58 /assets/css/app.css .......................... ~ 0.35ms
  2026-01-07 15:47:58 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-07 15:47:58 /favicon.ico ................................. ~ 0.33ms
  2026-01-07 15:48:01 /dashboard/new_users ............................. ~ 1s
  2026-01-07 15:48:02 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-07 15:48:02 /assets/images/logo.png ...................... ~ 0.36ms
  2026-01-07 15:48:02 /favicon.ico ................................. ~ 0.32ms
  2026-01-07 15:48:08 /dashboard/inactive_users/date ............... ~ 0.38ms
  2026-01-07 15:48:08 /assets/css/app.css .......................... ~ 6.37ms
  2026-01-07 15:48:08 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-07 15:48:08 /favicon.ico ................................. ~ 0.37ms
  2026-01-07 15:48:10 /dashboard/inactive_users ........................ ~ 1s
  2026-01-07 15:48:10 /assets/css/app.css .............................. ~ 1s
  2026-01-07 15:48:11 /assets/images/logo.png ...................... ~ 0.31ms
  2026-01-07 15:48:11 /favicon.ico ................................. ~ 0.30ms
  2026-01-07 15:48:19 /dashboard/payments/date ..................... ~ 0.47ms
  2026-01-07 15:48:19 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-07 15:48:19 /assets/images/logo.png ...................... ~ 0.23ms
  2026-01-07 15:48:19 /favicon.ico ................................. ~ 0.33ms
  2026-01-07 15:48:31 /dashboard/payments .............................. ~ 1s
  2026-01-07 15:48:32 /assets/css/app.css .......................... ~ 0.22ms
  2026-01-07 15:48:32 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-07 15:48:32 /favicon.ico ................................. ~ 0.20ms

   INFO  Server running on [http://0.0.0.0:8001].  

  Press Ctrl+C to stop the server

  2026-01-08 09:45:25 / .......................................... ~ 500.94ms
  2026-01-08 09:45:25 /login ....................................... ~ 0.21ms
  2026-01-08 09:45:26 /assets/css/app.css .......................... ~ 0.19ms
  2026-01-08 09:45:26 /assets/images/logo.png ...................... ~ 0.19ms
  2026-01-08 09:45:31 /login ....................................... ~ 0.49ms
  2026-01-08 09:45:31 /assets/css/app.css .......................... ~ 0.47ms
  2026-01-08 09:45:31 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-08 09:45:33 /login ....................................... ~ 0.52ms
  2026-01-08 09:45:33 /assets/css/app.css .......................... ~ 0.62ms
  2026-01-08 09:45:33 /assets/images/logo.png ...................... ~ 0.37ms
  2026-01-08 09:45:34 /login ....................................... ~ 0.48ms
  2026-01-08 09:45:35 /assets/css/app.css .......................... ~ 0.33ms
  2026-01-08 09:45:35 /assets/images/logo.png ...................... ~ 0.29ms
  2026-01-08 09:45:40 /login ....................................... ~ 0.50ms
  2026-01-08 09:45:40 /assets/css/app.css .......................... ~ 0.32ms
  2026-01-08 09:45:40 /assets/images/logo.png ...................... ~ 0.29ms
  2026-01-08 09:55:13 /login ..................................... ~ 501.05ms
  2026-01-08 09:55:14 /dashboard ................................... ~ 0.36ms
  2026-01-08 09:55:14 /assets/css/app.css .......................... ~ 0.28ms
  2026-01-08 09:55:14 /assets/images/logo.png ...................... ~ 0.22ms
  2026-01-08 09:56:02 /dashboard ................................... ~ 0.50ms
  2026-01-08 09:56:02 /assets/css/app.css .......................... ~ 0.55ms
  2026-01-08 09:56:02 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 09:56:11 /dashboard ................................... ~ 0.51ms
  2026-01-08 09:56:11 /assets/css/app.css .......................... ~ 0.36ms
  2026-01-08 09:56:11 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 09:57:25 /dashboard ................................... ~ 0.48ms
  2026-01-08 09:57:25 /assets/css/app.css .......................... ~ 0.37ms
  2026-01-08 09:57:25 /assets/images/logo.png ...................... ~ 0.73ms
  2026-01-08 09:57:33 /dashboard ................................... ~ 0.51ms
  2026-01-08 09:57:33 /assets/css/app.css .......................... ~ 0.35ms
  2026-01-08 09:57:33 /assets/images/logo.png ...................... ~ 0.35ms
  2026-01-08 09:57:54 /dashboard ................................... ~ 0.65ms
  2026-01-08 09:57:54 /assets/css/app.css .......................... ~ 0.43ms
  2026-01-08 09:57:54 /assets/images/logo.png ...................... ~ 0.41ms
  2026-01-08 09:58:11 /dashboard ................................... ~ 0.52ms
  2026-01-08 09:58:12 /assets/css/app.css .......................... ~ 0.36ms
  2026-01-08 09:58:12 /assets/images/logo.png ...................... ~ 0.21ms
  2026-01-08 09:58:50 /dashboard ................................... ~ 0.61ms
  2026-01-08 09:58:50 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 09:58:50 /assets/images/logo.png ...................... ~ 0.30ms
  2026-01-08 09:58:57 /dashboard ................................... ~ 0.53ms
  2026-01-08 09:58:57 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 09:58:57 /assets/images/logo.png ...................... ~ 0.30ms
  2026-01-08 09:59:03 /logout .................................... ~ 501.00ms
  2026-01-08 09:59:04 /login ....................................... ~ 0.31ms
  2026-01-08 09:59:04 /assets/css/app.css .......................... ~ 0.29ms
  2026-01-08 09:59:04 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-08 09:59:18 /login ..................................... ~ 501.00ms
  2026-01-08 09:59:19 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 09:59:19 /assets/images/logo.png ...................... ~ 0.35ms
  2026-01-08 09:59:53 /login ..................................... ~ 500.96ms
  2026-01-08 09:59:53 /dashboard ................................... ~ 0.33ms
  2026-01-08 09:59:53 /assets/css/app.css .......................... ~ 0.24ms
  2026-01-08 09:59:54 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 10:00:02 /dashboard/new_users/date .................... ~ 0.34ms
  2026-01-08 10:00:02 /assets/css/app.css .......................... ~ 0.22ms
  2026-01-08 10:00:02 /assets/images/logo.png ...................... ~ 0.55ms
  2026-01-08 10:00:05 /dashboard/payments/date ..................... ~ 0.31ms
  2026-01-08 10:00:05 /assets/css/app.css .......................... ~ 0.45ms
  2026-01-08 10:00:05 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 10:00:13 /dashboard/payments .............................. ~ 1s
  2026-01-08 10:00:14 /assets/css/app.css .......................... ~ 0.36ms
  2026-01-08 10:00:14 /assets/images/logo.png ...................... ~ 0.35ms
  2026-01-08 10:01:38 /dashboard/payments .............................. ~ 1s
  2026-01-08 10:01:38 /assets/css/app.css .......................... ~ 0.33ms
  2026-01-08 10:01:38 /assets/images/logo.png ...................... ~ 0.35ms
  2026-01-08 10:01:48 /dashboard/payments .............................. ~ 1s
  2026-01-08 10:01:49 /assets/css/app.css .......................... ~ 0.36ms
  2026-01-08 10:01:49 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 10:08:57 /dashboard/payments .............................. ~ 3s
  2026-01-08 10:09:00 /assets/css/app.css ........................ ~ 160.87ms
  2026-01-08 10:09:00 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-08 10:09:49 /dashboard/payments .............................. ~ 1s
  2026-01-08 10:09:50 /assets/css/app.css .......................... ~ 0.33ms
  2026-01-08 10:09:50 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 10:12:19 /dashboard/payments ........................ ~ 500.80ms
  2026-01-08 10:12:20 /assets/css/app.css .......................... ~ 0.43ms
  2026-01-08 10:12:20 /assets/images/logo.png ...................... ~ 0.35ms
  2026-01-08 10:12:42 /logout ...................................... ~ 0.53ms
  2026-01-08 10:12:42 /login ....................................... ~ 0.21ms
  2026-01-08 10:12:42 /assets/css/app.css .......................... ~ 0.24ms
  2026-01-08 10:12:42 /assets/images/logo.png ...................... ~ 0.20ms
  2026-01-08 10:15:20 / .......................................... ~ 242.01ms
  2026-01-08 10:15:20 /login ..................................... ~ 833.16ms
  2026-01-08 10:15:21 /assets/css/app.css .......................... ~ 0.41ms
  2026-01-08 10:15:21 /assets/images/logo.png ..................... ~ 15.98ms
  2026-01-08 10:15:21 /favicon.ico ................................. ~ 0.28ms
  2026-01-08 10:15:25 /login ..................................... ~ 501.23ms
  2026-01-08 10:15:25 /dashboard ................................. ~ 543.06ms
  2026-01-08 10:15:26 /assets/css/app.css .......................... ~ 0.24ms
  2026-01-08 10:15:26 /assets/images/logo.png ..................... ~ 11.20ms
  2026-01-08 10:15:26 /favicon.ico ................................. ~ 0.20ms
  2026-01-08 10:15:33 /dashboard/payments/date ......................... ~ 1s
  2026-01-08 10:15:34 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 10:15:34 /assets/images/logo.png ...................... ~ 0.36ms
  2026-01-08 10:15:34 /favicon.ico ................................. ~ 0.30ms
  2026-01-08 10:15:40 /dashboard/payments ........................ ~ 501.10ms
  2026-01-08 10:15:40 /assets/css/app.css ........................ ~ 515.32ms
  2026-01-08 10:15:41 /assets/images/logo.png ...................... ~ 0.35ms
  2026-01-08 10:15:41 /favicon.ico ................................. ~ 0.57ms
  2026-01-08 10:17:37 /dashboard/new_users/date .................. ~ 500.85ms
  2026-01-08 10:17:37 /assets/css/app.css .......................... ~ 0.63ms
  2026-01-08 10:17:37 /assets/images/logo.png ...................... ~ 0.23ms
  2026-01-08 10:17:37 /favicon.ico ................................. ~ 0.23ms
  2026-01-08 10:17:42 /dashboard/new_users ............................. ~ 1s
  2026-01-08 10:17:44 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 10:17:44 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-08 10:17:44 /favicon.ico ................................. ~ 0.55ms
  2026-01-08 10:21:37 /dashboard/payments/date ..................... ~ 0.40ms
  2026-01-08 10:21:37 /assets/css/app.css .......................... ~ 7.48ms
  2026-01-08 10:21:37 /assets/images/logo.png ...................... ~ 0.22ms
  2026-01-08 10:21:37 /favicon.ico ................................. ~ 0.20ms
  2026-01-08 10:21:44 /dashboard/payments .............................. ~ 1s
  2026-01-08 10:21:46 /assets/css/app.css .......................... ~ 0.35ms
  2026-01-08 10:21:46 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-08 10:21:46 /favicon.ico ................................. ~ 0.28ms
  2026-01-08 10:21:47 /dashboard/payments/date ................... ~ 501.03ms
  2026-01-08 10:21:47 /assets/css/app.css .......................... ~ 0.36ms
  2026-01-08 10:21:47 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-08 10:21:47 /favicon.ico ................................. ~ 0.33ms
  2026-01-08 10:21:52 /dashboard/payments .......................... ~ 0.52ms
  2026-01-08 10:21:52 /dashboard/payments/date ..................... ~ 0.34ms
  2026-01-08 10:21:52 /assets/css/app.css .......................... ~ 0.33ms
  2026-01-08 10:21:52 /assets/images/logo.png ...................... ~ 0.31ms
  2026-01-08 10:21:52 /favicon.ico ................................. ~ 0.24ms
  2026-01-08 10:21:55 /dashboard/payments .............................. ~ 1s
  2026-01-08 10:21:56 /assets/css/app.css .......................... ~ 0.37ms
  2026-01-08 10:21:56 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 10:21:56 /favicon.ico ................................. ~ 0.46ms
  2026-01-08 10:22:14 /dashboard/payments/date ..................... ~ 0.59ms
  2026-01-08 10:22:14 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 10:22:14 /assets/images/logo.png ...................... ~ 0.37ms
  2026-01-08 10:22:14 /favicon.ico ................................. ~ 0.33ms
  2026-01-08 10:22:21 /dashboard/payments .............................. ~ 1s
  2026-01-08 10:22:22 /assets/css/app.css .......................... ~ 0.35ms
  2026-01-08 10:22:22 /assets/images/logo.png ...................... ~ 0.35ms
  2026-01-08 10:22:22 /favicon.ico ................................. ~ 0.28ms
  2026-01-08 10:24:23 / ............................................ ~ 0.39ms
  2026-01-08 10:24:23 /dashboard ................................... ~ 0.39ms
  2026-01-08 10:24:23 /assets/css/app.css .......................... ~ 0.22ms
  2026-01-08 10:24:23 /assets/images/logo.png ..................... ~ 10.15ms
  2026-01-08 10:24:23 /favicon.ico ................................. ~ 0.22ms
  2026-01-08 10:24:30 /dashboard/payments/date ................... ~ 501.04ms
  2026-01-08 10:24:30 /assets/css/app.css .......................... ~ 0.33ms
  2026-01-08 10:24:30 /assets/images/logo.png ...................... ~ 0.25ms
  2026-01-08 10:24:30 /favicon.ico ................................. ~ 0.22ms
  2026-01-08 10:24:33 /dashboard/new_users/date .................... ~ 0.55ms
  2026-01-08 10:24:34 /assets/css/app.css ......................... ~ 11.34ms
  2026-01-08 10:24:34 /assets/images/logo.png ...................... ~ 0.37ms
  2026-01-08 10:24:34 /favicon.ico ................................. ~ 0.32ms
  2026-01-08 10:24:43 /dashboard/payments/date ................... ~ 501.06ms
  2026-01-08 10:24:43 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 10:24:43 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 10:24:44 /favicon.ico ................................. ~ 0.35ms
  2026-01-08 10:24:46 /dashboard/payments .............................. ~ 1s
  2026-01-08 10:24:47 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 10:24:47 /assets/images/logo.png ...................... ~ 0.41ms
  2026-01-08 10:24:47 /favicon.ico ................................. ~ 0.47ms
  2026-01-08 10:25:48 /dashboard/payments/date ................... ~ 501.10ms
  2026-01-08 10:25:48 /assets/css/app.css .......................... ~ 0.36ms
  2026-01-08 10:25:48 /assets/images/logo.png ...................... ~ 0.35ms
  2026-01-08 10:25:48 /favicon.ico ................................. ~ 0.32ms
  2026-01-08 10:25:53 /dashboard/payments/date ..................... ~ 0.57ms
  2026-01-08 10:25:53 /assets/css/app.css .......................... ~ 0.43ms
  2026-01-08 10:25:53 /assets/images/logo.png ...................... ~ 0.36ms
  2026-01-08 10:25:53 /favicon.ico ................................. ~ 0.20ms
  2026-01-08 10:26:17 /dashboard/payments/date ..................... ~ 0.53ms
  2026-01-08 10:26:17 /assets/css/app.css ......................... ~ 11.95ms
  2026-01-08 10:26:17 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 10:26:17 /favicon.ico ................................. ~ 0.28ms
  2026-01-08 10:26:19 /dashboard/inactive_users/date ............. ~ 501.55ms
  2026-01-08 10:26:19 /assets/css/app.css ......................... ~ 11.02ms
  2026-01-08 10:26:19 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-08 10:26:19 /favicon.ico ................................. ~ 0.30ms
  2026-01-08 10:26:21 /dashboard/inactive_users ........................ ~ 1s
  2026-01-08 10:26:22 /assets/css/app.css .......................... ~ 0.36ms
  2026-01-08 10:26:22 /assets/images/logo.png ...................... ~ 0.35ms
  2026-01-08 10:26:22 /favicon.ico ................................. ~ 0.51ms
  2026-01-08 10:26:36 /dashboard/new_users/date .................. ~ 501.16ms
  2026-01-08 10:26:36 /assets/css/app.css .......................... ~ 9.53ms
  2026-01-08 10:26:37 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 10:26:37 /favicon.ico ................................. ~ 0.33ms
  2026-01-08 10:35:45 /login ..................................... ~ 501.07ms
  2026-01-08 10:35:45 /dashboard ................................... ~ 0.32ms
  2026-01-08 10:35:46 /assets/css/app.css .......................... ~ 0.45ms
  2026-01-08 10:35:46 /assets/images/logo.png ...................... ~ 0.25ms
  2026-01-08 10:40:59 /dashboard ................................... ~ 0.59ms
  2026-01-08 10:40:59 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 10:40:59 /assets/images/logo.png ...................... ~ 0.31ms
  2026-01-08 10:41:00 /dashboard/payments/date ..................... ~ 0.60ms
  2026-01-08 10:41:00 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 10:41:00 /assets/images/logo.png ...................... ~ 0.36ms
  2026-01-08 10:41:15 /dashboard/payments .............................. ~ 1s
  2026-01-08 10:41:16 /assets/css/app.css .......................... ~ 0.23ms
  2026-01-08 10:41:16 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 10:42:46 /dashboard/payments ........................ ~ 500.84ms
  2026-01-08 10:42:47 /assets/css/app.css .......................... ~ 0.55ms
  2026-01-08 10:42:47 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-08 10:43:12 /dashboard/payments .............................. ~ 1s
  2026-01-08 10:43:13 /assets/css/app.css .......................... ~ 0.31ms
  2026-01-08 10:43:13 /assets/images/logo.png ...................... ~ 0.28ms
  2026-01-08 10:43:23 /dashboard/payments ........................ ~ 500.92ms
  2026-01-08 10:43:24 /assets/css/app.css .......................... ~ 0.36ms
  2026-01-08 10:43:24 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-08 10:43:36 /dashboard/payments ........................ ~ 500.89ms
  2026-01-08 10:43:37 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 10:43:37 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 10:43:45 /dashboard/payments ........................ ~ 500.92ms
  2026-01-08 10:43:45 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 10:43:45 /assets/images/logo.png ...................... ~ 0.35ms
  2026-01-08 10:44:54 /dashboard/inactive_users/date ............. ~ 501.00ms
  2026-01-08 10:44:54 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 10:44:54 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 10:44:54 /favicon.ico ................................. ~ 0.35ms
  2026-01-08 10:44:57 /dashboard/new_users/date .................... ~ 0.77ms
  2026-01-08 10:44:57 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 10:44:57 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 10:44:57 /favicon.ico ................................. ~ 0.34ms
  2026-01-08 10:44:58 /dashboard/inactive_users/date ............. ~ 501.01ms
  2026-01-08 10:44:58 /assets/css/app.css .......................... ~ 0.30ms
  2026-01-08 10:44:58 /assets/images/logo.png ...................... ~ 0.30ms
  2026-01-08 10:44:58 /favicon.ico ................................. ~ 0.33ms
  2026-01-08 10:44:59 /dashboard/payments/date ..................... ~ 0.36ms
  2026-01-08 10:44:59 /assets/css/app.css .......................... ~ 0.23ms
  2026-01-08 10:44:59 /assets/images/logo.png ...................... ~ 0.23ms
  2026-01-08 10:44:59 /favicon.ico ................................. ~ 0.23ms
  2026-01-08 10:45:06 /dashboard/payments ........................ ~ 500.83ms
  2026-01-08 10:45:06 /assets/css/app.css ........................ ~ 515.02ms
  2026-01-08 10:45:07 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 10:45:07 /favicon.ico ................................. ~ 0.49ms
  2026-01-08 10:45:13 /dashboard/payments/date ..................... ~ 0.57ms
  2026-01-08 10:45:13 /assets/css/app.css .......................... ~ 0.33ms
  2026-01-08 10:45:13 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 10:45:13 /favicon.ico ................................. ~ 0.31ms
  2026-01-08 10:45:19 /dashboard/payments .............................. ~ 1s
  2026-01-08 10:45:20 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 10:45:20 /assets/images/logo.png ...................... ~ 0.26ms
  2026-01-08 10:45:20 /favicon.ico ................................. ~ 0.41ms
  2026-01-08 10:46:04 /dashboard/new_users/date .................... ~ 0.48ms
  2026-01-08 10:46:05 /assets/css/app.css .......................... ~ 0.35ms
  2026-01-08 10:46:05 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-08 10:46:05 /favicon.ico ................................. ~ 0.36ms
  2026-01-08 10:46:06 /dashboard/new_users ............................. ~ 1s
  2026-01-08 10:46:07 /assets/css/app.css .......................... ~ 0.33ms
  2026-01-08 10:46:07 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-08 10:46:07 /favicon.ico ................................. ~ 0.28ms
  2026-01-08 10:46:21 /dashboard/payments .............................. ~ 2s
  2026-01-08 10:46:23 /assets/css/app.css .......................... ~ 0.35ms
  2026-01-08 10:46:23 /assets/images/logo.png ...................... ~ 0.36ms
  2026-01-08 10:48:47 /dashboard/payments .............................. ~ 1s
  2026-01-08 10:48:49 /assets/css/app.css .......................... ~ 0.63ms
  2026-01-08 10:48:49 /assets/images/logo.png ...................... ~ 0.47ms
  2026-01-08 10:49:18 /dashboard/payments ........................ ~ 500.91ms
  2026-01-08 10:49:19 /assets/css/app.css .......................... ~ 0.51ms
  2026-01-08 10:49:19 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 10:53:37 /dashboard/payments .............................. ~ 1s
  2026-01-08 10:53:38 /assets/css/app.css .......................... ~ 0.35ms
  2026-01-08 10:53:38 /assets/images/logo.png ...................... ~ 0.36ms
  2026-01-08 10:55:08 /dashboard/payments .............................. ~ 1s
  2026-01-08 10:55:09 /assets/css/app.css .......................... ~ 0.33ms
  2026-01-08 10:55:09 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 11:00:11 /dashboard/payments .............................. ~ 5s
  2026-01-08 11:00:16 /assets/css/app.css .......................... ~ 0.24ms
  2026-01-08 11:00:16 /assets/images/logo.png ...................... ~ 0.26ms
  2026-01-08 11:02:20 /dashboard/payments .............................. ~ 1s
  2026-01-08 11:02:22 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 11:02:22 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-08 11:03:49 /dashboard/payments .............................. ~ 1s
  2026-01-08 11:03:50 /assets/css/app.css .......................... ~ 0.36ms
  2026-01-08 11:03:50 /assets/images/logo.png ...................... ~ 0.35ms
  2026-01-08 11:03:59 /dashboard/payments .............................. ~ 1s
  2026-01-08 11:04:00 /assets/css/app.css .......................... ~ 0.36ms
  2026-01-08 11:04:00 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-08 11:04:23 /dashboard/payments ........................ ~ 500.86ms
  2026-01-08 11:04:23 /assets/css/app.css .......................... ~ 0.49ms
  2026-01-08 11:04:23 /assets/images/logo.png ...................... ~ 0.30ms
  2026-01-08 11:04:32 /dashboard/payments .............................. ~ 1s
  2026-01-08 11:04:33 /assets/css/app.css .......................... ~ 0.35ms
  2026-01-08 11:04:33 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 11:04:41 /dashboard/payments ........................ ~ 500.86ms
  2026-01-08 11:04:42 /assets/css/app.css .......................... ~ 0.50ms
  2026-01-08 11:04:42 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 11:05:41 /dashboard/inactive_users/date ............... ~ 0.32ms
  2026-01-08 11:05:42 /assets/css/app.css .......................... ~ 0.20ms
  2026-01-08 11:05:42 /assets/images/logo.png ...................... ~ 0.20ms
  2026-01-08 11:05:42 /dashboard/new_users/date .................... ~ 0.54ms
  2026-01-08 11:05:42 /assets/css/app.css .......................... ~ 0.33ms
  2026-01-08 11:05:42 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-08 11:05:44 /dashboard ................................... ~ 0.51ms
  2026-01-08 11:05:44 /assets/css/app.css .......................... ~ 0.35ms
  2026-01-08 11:05:44 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 11:22:43 /dashboard/payments/date ..................... ~ 0.54ms
  2026-01-08 11:22:43 /assets/css/app.css ........................ ~ 500.99ms
  2026-01-08 11:22:43 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 11:22:43 /favicon.ico ................................. ~ 0.36ms
  2026-01-08 11:22:47 /dashboard/payments .............................. ~ 1s
  2026-01-08 11:22:47 /assets/css/app.css .......................... ~ 0.37ms
  2026-01-08 11:22:47 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-08 11:22:48 /favicon.ico ................................. ~ 0.29ms
  2026-01-08 11:22:50 /dashboard/payments/date ................... ~ 500.83ms
  2026-01-08 11:22:50 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 11:22:50 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 11:22:50 /favicon.ico ................................. ~ 0.40ms
  2026-01-08 11:22:59 /dashboard/payments .............................. ~ 1s
  2026-01-08 11:23:00 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 11:23:00 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 11:23:00 /favicon.ico ................................. ~ 0.28ms
  2026-01-08 11:23:52 /dashboard/payments/date ..................... ~ 0.47ms
  2026-01-08 11:23:52 /assets/css/app.css .......................... ~ 0.36ms
  2026-01-08 11:23:52 /assets/images/logo.png ...................... ~ 0.35ms
  2026-01-08 11:23:52 /favicon.ico ................................. ~ 0.57ms
  2026-01-08 11:23:56 /dashboard/payments ........................ ~ 500.90ms
  2026-01-08 11:23:57 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 11:23:57 /assets/images/logo.png ...................... ~ 0.36ms
  2026-01-08 11:23:57 /favicon.ico ................................. ~ 0.31ms
  2026-01-08 11:24:27 /dashboard/payments/date ..................... ~ 0.52ms
  2026-01-08 11:24:27 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 11:24:27 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 11:24:27 /favicon.ico ................................. ~ 0.33ms
  2026-01-08 11:24:35 /dashboard/payments ........................ ~ 500.72ms
  2026-01-08 11:24:36 /assets/css/app.css .......................... ~ 0.23ms
  2026-01-08 11:24:36 /assets/images/logo.png ...................... ~ 0.20ms
  2026-01-08 11:24:36 /favicon.ico ................................. ~ 0.20ms
  2026-01-08 11:30:48 /dashboard/payments/date ..................... ~ 0.54ms
  2026-01-08 11:30:48 /assets/css/app.css ........................ ~ 500.85ms
  2026-01-08 11:30:48 /assets/images/logo.png ...................... ~ 0.36ms
  2026-01-08 11:30:48 /favicon.ico ................................. ~ 0.33ms
  2026-01-08 11:30:56 /dashboard/payments ........................ ~ 500.89ms
  2026-01-08 11:30:57 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 11:30:57 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-08 11:30:57 /favicon.ico ................................. ~ 0.32ms
  2026-01-08 11:31:56 /dashboard/payments/date ................... ~ 500.89ms
  2026-01-08 11:31:56 /assets/css/app.css .......................... ~ 0.36ms
  2026-01-08 11:31:56 /assets/images/logo.png ...................... ~ 0.38ms
  2026-01-08 11:31:56 /favicon.ico ................................. ~ 0.29ms
  2026-01-08 11:32:02 /dashboard/payments ........................ ~ 500.89ms
