
   INFO  Server running on [http://10.255.1.41:8001].  

  Press Ctrl+C to stop the server
  2026-01-08 11:32:03 /assets/css/app.css .......................... ~ 0.37ms
  2026-01-08 11:32:03 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 11:32:03 /favicon.ico ................................. ~ 0.30ms
  2026-01-08 12:21:27 / ................................................ ~ 4s
  2026-01-08 12:25:08 /dashboard/payments/ ............................. ~ 1s
  2026-01-08 12:25:09 /assets/css/app.css .......................... ~ 0.43ms
  2026-01-08 12:25:09 /assets/images/logo.png ...................... ~ 0.46ms
  2026-01-08 12:25:12 /dashboard/payments/date ..................... ~ 0.51ms
  2026-01-08 12:25:12 /assets/css/app.css .......................... ~ 0.33ms
  2026-01-08 12:25:12 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 12:25:19 /dashboard/payments .............................. ~ 1s
  2026-01-08 12:25:20 /assets/css/app.css .......................... ~ 0.39ms
  2026-01-08 12:25:20 /assets/images/logo.png ...................... ~ 0.28ms
  2026-01-08 12:26:08 /dashboard/new_users/date .................. ~ 501.07ms
  2026-01-08 12:26:08 /assets/css/app.css .......................... ~ 0.44ms
  2026-01-08 12:26:08 /assets/images/logo.png ...................... ~ 0.45ms
  2026-01-08 12:26:11 /dashboard/new_users ............................. ~ 1s
  2026-01-08 12:26:12 /assets/css/app.css .......................... ~ 0.50ms
  2026-01-08 12:26:12 /assets/images/logo.png ...................... ~ 0.58ms
  2026-01-08 12:30:48 /dashboard ....................................... ~ 1s
  2026-01-08 12:30:49 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 12:30:49 /assets/images/logo.png ...................... ~ 0.29ms
  2026-01-08 12:34:37 /dashboard/payments/date ................... ~ 501.03ms
  2026-01-08 12:34:37 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 12:34:37 /assets/images/logo.png ...................... ~ 0.36ms
  2026-01-08 12:34:56 /dashboard/payments .............................. ~ 1s
  2026-01-08 12:34:57 /assets/css/app.css .......................... ~ 0.36ms
  2026-01-08 12:34:57 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-08 12:35:18 /dashboard/inactive_users/date ............... ~ 0.63ms
  2026-01-08 12:35:18 /assets/css/app.css .......................... ~ 0.44ms
  2026-01-08 12:35:18 /assets/images/logo.png ...................... ~ 0.42ms
  2026-01-08 12:35:23 /dashboard/inactive_users ........................ ~ 2s
  2026-01-08 12:35:25 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 12:35:25 /assets/images/logo.png ...................... ~ 0.35ms
  2026-01-08 12:35:31 /dashboard/new_users/date .................... ~ 0.46ms
  2026-01-08 12:35:31 /assets/css/app.css .......................... ~ 0.26ms
  2026-01-08 12:35:31 /assets/images/logo.png ...................... ~ 0.27ms
  2026-01-08 13:40:31 /dashboard ................................... ~ 0.54ms
  2026-01-08 13:40:31 /assets/css/app.css .......................... ~ 0.35ms
  2026-01-08 13:40:31 /assets/images/logo.png ...................... ~ 0.21ms
  2026-01-08 13:57:39 /dashboard ................................... ~ 0.63ms
  2026-01-08 13:57:39 /assets/css/app.css .......................... ~ 0.58ms
  2026-01-08 13:57:39 /assets/images/logo.png ...................... ~ 0.36ms
  2026-01-08 13:57:39 /favicon.ico ................................. ~ 0.33ms
  2026-01-08 14:00:49 /dashboard ................................... ~ 0.54ms
  2026-01-08 14:00:49 /assets/css/app.css .......................... ~ 0.38ms
  2026-01-08 14:00:49 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-08 14:00:59 /dashboard ................................... ~ 0.52ms
  2026-01-08 14:00:59 /assets/css/app.css .......................... ~ 0.36ms
  2026-01-08 14:00:59 /assets/images/logo.png ...................... ~ 0.31ms
  2026-01-08 14:01:16 /dashboard ................................... ~ 0.55ms
  2026-01-08 14:01:17 /assets/css/app.css .......................... ~ 0.52ms
  2026-01-08 14:01:17 /assets/images/logo.png ...................... ~ 0.45ms
  2026-01-08 14:02:12 /dashboard ................................... ~ 0.54ms
  2026-01-08 14:02:12 /assets/css/app.css .......................... ~ 0.59ms
  2026-01-08 14:02:12 /assets/images/logo.png ...................... ~ 0.39ms
  2026-01-08 14:03:12 /dashboard ................................... ~ 0.53ms
  2026-01-08 14:03:12 /assets/css/app.css .......................... ~ 0.33ms
  2026-01-08 14:03:12 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 14:03:27 /dashboard ................................... ~ 0.57ms
  2026-01-08 14:03:27 /assets/css/app.css .......................... ~ 0.37ms
  2026-01-08 14:03:27 /assets/images/logo.png ...................... ~ 0.37ms
  2026-01-08 14:03:38 /dashboard ................................. ~ 501.03ms
  2026-01-08 14:03:38 /assets/css/app.css .......................... ~ 0.37ms
  2026-01-08 14:03:38 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-08 14:04:22 /dashboard ................................... ~ 0.54ms
  2026-01-08 14:04:22 /assets/css/app.css .......................... ~ 0.53ms
  2026-01-08 14:04:22 /assets/images/logo.png ...................... ~ 0.36ms
  2026-01-08 14:05:25 /dashboard ................................... ~ 0.55ms
  2026-01-08 14:05:25 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 14:05:25 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-08 14:06:47 /dashboard ................................... ~ 0.48ms
  2026-01-08 14:06:47 /assets/css/app.css .......................... ~ 0.23ms
  2026-01-08 14:06:47 /assets/images/logo.png ...................... ~ 0.20ms
  2026-01-08 14:06:58 /dashboard ................................... ~ 0.53ms
  2026-01-08 14:06:58 /assets/css/app.css .......................... ~ 0.33ms
  2026-01-08 14:06:58 /assets/images/logo.png ...................... ~ 0.30ms
  2026-01-08 14:07:09 /dashboard ................................... ~ 0.57ms
  2026-01-08 14:07:09 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 14:07:09 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-08 14:07:44 /dashboard ................................... ~ 0.58ms
  2026-01-08 14:07:44 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 14:07:45 /assets/images/logo.png ...................... ~ 0.30ms
  2026-01-08 14:08:54 /dashboard ................................. ~ 501.00ms
  2026-01-08 14:09:25 /dashboard ................................. ~ 500.94ms
  2026-01-08 14:09:38 /dashboard ................................. ~ 500.99ms
  2026-01-08 14:11:25 /dashboard ....................................... ~ 5s
  185.217.185.226:56570 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:30 .............................................. ~ 0.44ms
  185.217.185.226:56571 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:30 .............................................. ~ 0.44ms
  185.217.185.226:56573 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:30 .............................................. ~ 0.45ms
  185.217.185.226:56574 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:30 .............................................. ~ 0.80ms
  185.217.185.226:56575 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:30 .............................................. ~ 0.43ms
  185.217.185.226:56576 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:30 .............................................. ~ 0.43ms
  185.217.185.226:56577 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:30 .............................................. ~ 0.43ms
  185.217.185.226:56578 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:30 .............................................. ~ 0.47ms
  185.217.185.226:56579 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:30 .............................................. ~ 0.43ms
  185.217.185.226:56580 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:30 .............................................. ~ 0.46ms
  185.217.185.226:56582 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:35 .............................................. ~ 0.96ms
  185.217.185.226:56583 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:35 .............................................. ~ 0.60ms
  185.217.185.226:56584 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:35 .............................................. ~ 0.72ms
  185.217.185.226:56585 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:35 .............................................. ~ 0.44ms
  185.217.185.226:56586 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:35 .............................................. ~ 0.45ms
  185.217.185.226:56587 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:35 .............................................. ~ 0.43ms
  185.217.185.226:56588 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:35 .............................................. ~ 0.42ms
  185.217.185.226:56589 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:35 .............................................. ~ 0.42ms
  185.217.185.226:56590 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:35 .............................................. ~ 0.43ms
  185.217.185.226:56591 Invalid request (Malformed HTTP request)
  2026-01-08 14:11:35 .............................................. ~ 0.44ms
  185.217.185.226:59184 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:22 .............................................. ~ 1.00ms
  185.217.185.226:59185 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:22 .............................................. ~ 0.67ms
  185.217.185.226:59186 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:22 .............................................. ~ 0.45ms
  185.217.185.226:59187 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:22 .............................................. ~ 0.43ms
  185.217.185.226:59188 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:22 .............................................. ~ 0.40ms
  185.217.185.226:59189 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:22 .............................................. ~ 0.43ms
  185.217.185.226:59190 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:22 .............................................. ~ 0.44ms
  185.217.185.226:59191 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:22 .............................................. ~ 0.41ms
  185.217.185.226:59192 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:22 .............................................. ~ 0.42ms
  185.217.185.226:59193 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:22 .............................................. ~ 0.42ms
  185.217.185.226:59194 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:23 .............................................. ~ 0.60ms
  185.217.185.226:59195 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:23 .............................................. ~ 0.43ms
  185.217.185.226:59196 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:23 .............................................. ~ 0.41ms
  185.217.185.226:59197 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:23 .............................................. ~ 0.44ms
  185.217.185.226:59198 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:23 .............................................. ~ 0.42ms
  185.217.185.226:59199 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:23 .............................................. ~ 0.41ms
  185.217.185.226:59200 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:23 .............................................. ~ 0.43ms
  185.217.185.226:59201 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:23 .............................................. ~ 0.80ms
  185.217.185.226:59202 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:23 .............................................. ~ 0.45ms
  185.217.185.226:59203 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:23 .............................................. ~ 0.45ms
  2026-01-08 14:20:35 / ................................................ ~ 5s
  185.217.185.226:59207 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:40 ............................................ ~ 500.95ms
  185.217.185.226:59208 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:41 .............................................. ~ 0.73ms
  185.217.185.226:59209 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:41 .............................................. ~ 0.44ms
  185.217.185.226:59210 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:41 .............................................. ~ 0.42ms
  185.217.185.226:59211 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:41 .............................................. ~ 0.44ms
  185.217.185.226:59212 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:41 .............................................. ~ 0.48ms
  185.217.185.226:59214 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:41 .............................................. ~ 0.47ms
  185.217.185.226:59215 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:41 .............................................. ~ 0.48ms
  185.217.185.226:59216 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:41 .............................................. ~ 0.47ms
  185.217.185.226:59217 Invalid request (Malformed HTTP request)
  2026-01-08 14:20:41 .............................................. ~ 0.42ms
  2026-01-08 14:20:41 /dashboard/payments/ ............................. ~ 1s
  2026-01-08 14:20:43 /assets/css/app.css .......................... ~ 0.39ms
  2026-01-08 14:20:43 /assets/images/logo.png ...................... ~ 0.24ms
  2026-01-08 14:20:56 /dashboard/payments/date ..................... ~ 0.47ms
  2026-01-08 14:20:56 /assets/css/app.css .......................... ~ 0.42ms
  2026-01-08 14:20:56 /assets/images/logo.png ...................... ~ 0.36ms
  2026-01-08 14:36:23 /dashboard ....................................... ~ 4s
  2026-01-08 14:36:27 /favicon.ico ................................. ~ 0.34ms
  2026-01-08 14:36:57 /dashboard ....................................... ~ 6s
  185.217.185.226:58074 Invalid request (Malformed HTTP request)
  2026-01-08 14:37:03 .............................................. ~ 0.71ms
  185.217.185.226:58076 Invalid request (Malformed HTTP request)
  2026-01-08 14:37:03 .............................................. ~ 0.42ms
  185.217.185.226:58077 Invalid request (Malformed HTTP request)
  2026-01-08 14:37:03 .............................................. ~ 0.43ms
  185.217.185.226:58078 Invalid request (Malformed HTTP request)
  2026-01-08 14:37:03 .............................................. ~ 0.42ms
  185.217.185.226:58079 Invalid request (Malformed HTTP request)
  2026-01-08 14:37:03 .............................................. ~ 0.42ms
  185.217.185.226:58080 Invalid request (Malformed HTTP request)
  2026-01-08 14:37:03 .............................................. ~ 0.43ms
  185.217.185.226:58081 Invalid request (Malformed HTTP request)
  2026-01-08 14:37:03 .............................................. ~ 0.44ms
  185.217.185.226:58082 Invalid request (Malformed HTTP request)
  2026-01-08 14:37:03 .............................................. ~ 0.42ms
  185.217.185.226:58083 Invalid request (Malformed HTTP request)
  2026-01-08 14:37:03 .............................................. ~ 0.42ms
  185.217.185.226:58085 Invalid request (Malformed HTTP request)
  2026-01-08 14:37:03 .............................................. ~ 0.44ms
  185.217.185.226:50462 Invalid request (Malformed HTTP request)
  2026-01-08 14:39:32 .............................................. ~ 0.97ms
  185.217.185.226:50463 Invalid request (Malformed HTTP request)
  2026-01-08 14:39:32 .............................................. ~ 0.67ms
  185.217.185.226:50464 Invalid request (Malformed HTTP request)
  2026-01-08 14:39:32 .............................................. ~ 0.43ms
  185.217.185.226:50465 Invalid request (Malformed HTTP request)
  2026-01-08 14:39:32 .............................................. ~ 0.42ms
  185.217.185.226:50466 Invalid request (Malformed HTTP request)
  2026-01-08 14:39:32 .............................................. ~ 0.43ms
  185.217.185.226:50467 Invalid request (Malformed HTTP request)
  2026-01-08 14:39:32 .............................................. ~ 0.42ms
  185.217.185.226:50468 Invalid request (Malformed HTTP request)
  2026-01-08 14:39:32 .............................................. ~ 0.42ms
  185.217.185.226:50469 Invalid request (Malformed HTTP request)
  2026-01-08 14:39:32 .............................................. ~ 0.42ms
  185.217.185.226:50470 Invalid request (Malformed HTTP request)
  2026-01-08 14:39:32 .............................................. ~ 0.43ms
  185.217.185.226:50471 Invalid request (Malformed HTTP request)
  2026-01-08 14:39:32 .............................................. ~ 0.43ms
  2026-01-08 14:39:47 / .......................................... ~ 500.95ms
  2026-01-08 14:39:55 /dashboard/ ...................................... ~ 6s
  2026-01-08 14:40:14 /dashboard/ ...................................... ~ 5s
  2026-01-08 14:41:34 /dashboard/ ...................................... ~ 5s
  2026-01-08 14:41:39 /assets/css/app.css .......................... ~ 0.37ms
  2026-01-08 14:41:39 /assets/images/logo.png ...................... ~ 0.28ms
  2026-01-08 14:55:25 /dashboard/ ...................................... ~ 3s
  2026-01-08 14:56:30 /dashboard/ ...................................... ~ 4s
  2026-01-08 15:00:23 /dashboard/ ...................................... ~ 3s
  2026-01-08 15:00:49 /dashboard/ ...................................... ~ 3s
  2026-01-08 15:06:32 / ............................................ ~ 0.55ms
  2026-01-08 15:06:32 /dashboard ....................................... ~ 4s
  2026-01-08 15:09:06 /dashboard ....................................... ~ 5s
  2026-01-08 15:09:23 /dashboard ....................................... ~ 3s
  2026-01-08 15:09:36 /dashboard ....................................... ~ 5s
  2026-01-08 15:13:10 /dashboard ....................................... ~ 5s
  2026-01-08 15:15:31 /dashboard ....................................... ~ 5s
  2026-01-08 15:15:42 /dashboard ....................................... ~ 5s
  2026-01-08 15:15:59 /dashboard ....................................... ~ 5s
  2026-01-08 15:16:05 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 15:16:05 /assets/images/logo.png ...................... ~ 0.20ms
  2026-01-08 15:16:47 /dashboard ....................................... ~ 4s
  2026-01-08 15:16:51 /assets/css/app.css .......................... ~ 0.87ms
  2026-01-08 15:16:51 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-08 15:18:53 /dashboard ....................................... ~ 4s
  2026-01-08 15:18:57 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 15:18:57 /assets/images/logo.png ...................... ~ 0.28ms
  2026-01-08 15:19:12 /dashboard ....................................... ~ 4s
  2026-01-08 15:19:17 /assets/css/app.css .......................... ~ 0.36ms
  2026-01-08 15:19:17 /assets/images/logo.png ...................... ~ 0.27ms
  2026-01-08 15:19:30 /dashboard ....................................... ~ 4s
  2026-01-08 15:19:34 /assets/css/app.css .......................... ~ 0.40ms
  2026-01-08 15:19:34 /assets/images/logo.png ...................... ~ 0.49ms
  2026-01-08 15:19:49 /dashboard ....................................... ~ 4s
  2026-01-08 15:19:54 /assets/css/app.css .......................... ~ 0.36ms
  2026-01-08 15:19:54 /assets/images/logo.png ...................... ~ 0.49ms
  2026-01-08 15:20:02 /dashboard ....................................... ~ 4s
  2026-01-08 15:20:07 /assets/css/app.css .......................... ~ 0.33ms
  2026-01-08 15:20:07 /assets/images/logo.png ...................... ~ 0.30ms
  2026-01-08 15:20:35 /dashboard ....................................... ~ 4s
  2026-01-08 15:20:39 /assets/css/app.css .......................... ~ 0.54ms
  2026-01-08 15:20:39 /assets/images/logo.png ...................... ~ 0.35ms
  2026-01-08 15:20:47 /dashboard ....................................... ~ 4s
  2026-01-08 15:20:52 /assets/css/app.css .......................... ~ 0.57ms
  2026-01-08 15:20:52 /assets/images/logo.png ...................... ~ 0.36ms
  2026-01-08 15:23:39 /dashboard ....................................... ~ 4s
  2026-01-08 15:23:43 /assets/css/app.css .......................... ~ 0.54ms
  2026-01-08 15:23:43 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-08 15:24:06 /dashboard ....................................... ~ 4s
  2026-01-08 15:24:11 /assets/css/app.css .......................... ~ 0.58ms
  2026-01-08 15:24:11 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-08 15:24:20 /dashboard ....................................... ~ 4s
  2026-01-08 15:24:24 /assets/css/app.css .......................... ~ 0.23ms
  2026-01-08 15:24:24 /assets/images/logo.png ...................... ~ 0.22ms
  2026-01-08 15:24:49 /dashboard ....................................... ~ 5s
  2026-01-08 15:24:54 /assets/css/app.css .......................... ~ 0.45ms
  2026-01-08 15:24:54 /assets/images/logo.png ...................... ~ 0.39ms
  2026-01-08 15:25:05 /dashboard ....................................... ~ 4s
  2026-01-08 15:25:09 /assets/css/app.css .......................... ~ 0.36ms
  2026-01-08 15:25:09 /assets/images/logo.png ...................... ~ 0.29ms
  2026-01-08 15:31:00 /dashboard ....................................... ~ 4s
  2026-01-08 15:31:05 /assets/css/app.css .......................... ~ 0.54ms
  2026-01-08 15:31:05 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-08 15:31:26 /dashboard ....................................... ~ 5s
  2026-01-08 15:31:30 /assets/css/app.css .......................... ~ 0.35ms
  2026-01-08 15:31:30 /assets/images/logo.png ...................... ~ 0.25ms
  2026-01-08 15:32:08 /dashboard ....................................... ~ 5s
  2026-01-08 15:32:14 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 15:32:14 /assets/images/logo.png ...................... ~ 0.39ms
  2026-01-08 15:36:21 /dashboard ....................................... ~ 6s
  2026-01-08 15:37:03 /dashboard ....................................... ~ 5s
  2026-01-08 15:37:54 /dashboard ....................................... ~ 5s
  2026-01-08 15:37:59 /assets/css/app.css .......................... ~ 0.47ms
  2026-01-08 15:37:59 /assets/images/logo.png ...................... ~ 0.41ms
  2026-01-08 15:39:17 /dashboard ....................................... ~ 5s
  2026-01-08 15:39:22 /assets/css/app.css .......................... ~ 0.38ms
  2026-01-08 15:39:22 /assets/images/logo.png .................... ~ 501.00ms
  2026-01-08 15:39:35 /dashboard ....................................... ~ 5s
  2026-01-08 15:39:40 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-08 15:39:40 /assets/images/logo.png ...................... ~ 0.28ms
  2026-01-08 15:40:28 /dashboard ....................................... ~ 4s
  2026-01-08 15:40:33 /assets/css/app.css .......................... ~ 0.37ms
  2026-01-08 15:40:33 /assets/images/logo.png ...................... ~ 0.28ms
  2026-01-08 15:40:50 /dashboard ....................................... ~ 5s
  2026-01-08 15:40:55 /assets/css/app.css .......................... ~ 0.33ms
  2026-01-08 15:40:55 /assets/images/logo.png ...................... ~ 0.29ms
  2026-01-08 15:41:28 /dashboard ....................................... ~ 5s
  2026-01-08 15:41:34 /assets/css/app.css .......................... ~ 0.46ms
  2026-01-08 15:41:35 /assets/images/logo.png ...................... ~ 0.59ms
  2026-01-08 15:42:15 /dashboard ....................................... ~ 5s
  2026-01-08 15:42:20 /assets/css/app.css .......................... ~ 0.44ms
  2026-01-08 15:42:20 /assets/images/logo.png ...................... ~ 0.37ms
  2026-01-08 17:39:03 /dashboard ....................................... ~ 1s
  2026-01-08 17:39:05 /login ....................................... ~ 0.33ms
  2026-01-08 17:39:05 /assets/css/app.css .......................... ~ 0.24ms
  2026-01-08 17:39:05 /assets/images/logo.png ..................... ~ 10.60ms
  2026-01-08 17:39:05 /favicon.ico ................................. ~ 0.21ms
  2026-01-08 17:39:15 /login ........................................... ~ 1s
  2026-01-08 17:39:16 /dashboard ....................................... ~ 5s
  2026-01-08 17:39:22 /assets/css/app.css ........................ ~ 500.93ms
  2026-01-08 17:39:22 /assets/images/logo.png .................... ~ 515.02ms
  2026-01-08 17:39:22 /favicon.ico ................................. ~ 0.33ms
  2026-01-09 09:09:18 /dashboard ................................... ~ 0.61ms
  2026-01-09 09:09:18 /login ....................................... ~ 0.31ms
  2026-01-09 09:09:18 /assets/css/app.css .......................... ~ 0.20ms
  2026-01-09 09:09:18 /assets/images/logo.png ...................... ~ 0.37ms
  2026-01-09 09:09:20 /login ..................................... ~ 501.07ms
  2026-01-09 09:09:20 /dashboard ....................................... ~ 4s
  2026-01-09 09:09:25 /assets/css/app.css .......................... ~ 0.32ms
  2026-01-09 09:09:25 /assets/images/logo.png ...................... ~ 0.27ms
  2026-01-09 09:09:56 /dashboard/payments/date ..................... ~ 0.66ms
  2026-01-09 09:09:56 /assets/css/app.css .......................... ~ 0.42ms
  2026-01-09 09:09:56 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-09 09:09:59 /dashboard/payments ........................ ~ 500.96ms
  2026-01-09 09:10:00 /assets/css/app.css .......................... ~ 0.31ms
  2026-01-09 09:10:00 /assets/images/logo.png ...................... ~ 0.49ms
  2026-01-09 09:10:21 /dashboard ....................................... ~ 5s
  2026-01-09 09:10:26 /assets/css/app.css .......................... ~ 0.20ms
  2026-01-09 09:10:26 /assets/images/logo.png ...................... ~ 0.20ms
  2026-01-09 09:13:41 /dashboard/payments/date ..................... ~ 0.49ms
  2026-01-09 09:13:42 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-09 09:13:42 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-09 09:13:47 /dashboard/payments .............................. ~ 1s
  2026-01-09 09:13:49 /assets/css/app.css .......................... ~ 0.30ms
  2026-01-09 09:13:49 /assets/images/logo.png ...................... ~ 0.27ms
  2026-01-09 09:14:10 /dashboard ....................................... ~ 4s
  2026-01-09 09:14:15 /assets/css/app.css .......................... ~ 0.35ms
  2026-01-09 09:14:15 /assets/images/logo.png .................... ~ 500.64ms
  2026-01-09 09:15:32 /dashboard/inactive_users/date ............... ~ 0.32ms
  2026-01-09 09:15:33 /assets/css/app.css .......................... ~ 0.53ms
  2026-01-09 09:15:33 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-09 09:15:36 /dashboard/inactive_users ........................ ~ 1s
  2026-01-09 09:15:38 /assets/css/app.css .......................... ~ 0.33ms
  2026-01-09 09:15:38 /assets/images/logo.png ...................... ~ 0.31ms
  2026-01-09 09:53:42 / ............................................ ~ 0.94ms
  2026-01-09 09:53:42 /dashboard .................................. ~ 41.84ms
  2026-01-09 09:53:42 /login ....................................... ~ 0.22ms
  2026-01-09 09:53:42 /assets/css/app.css .......................... ~ 0.24ms
  2026-01-09 09:53:42 /assets/images/logo.png ...................... ~ 9.85ms
  2026-01-09 09:53:43 /favicon.ico ................................. ~ 0.33ms
  2026-01-09 09:54:04 /login ..................................... ~ 501.26ms
  2026-01-09 09:54:05 /dashboard ....................................... ~ 4s
  2026-01-09 09:54:10 /assets/css/app.css .......................... ~ 0.33ms
  2026-01-09 09:54:10 /assets/images/logo.png ...................... ~ 0.29ms
  2026-01-09 09:54:10 /favicon.ico ................................. ~ 0.24ms
  2026-01-09 09:55:06 /dashboard/new_users/date .................. ~ 501.01ms
  2026-01-09 09:55:06 /assets/css/app.css .......................... ~ 0.31ms
  2026-01-09 09:55:06 /assets/images/logo.png ...................... ~ 0.31ms
  2026-01-09 09:55:06 /favicon.ico ................................. ~ 0.34ms
  2026-01-09 09:55:08 /dashboard/new_users ............................. ~ 1s
  2026-01-09 09:55:09 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-09 09:55:09 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-09 09:55:09 /favicon.ico ................................. ~ 0.32ms
  2026-01-09 09:55:54 /dashboard/inactive_users/date ............. ~ 500.81ms
  2026-01-09 09:55:55 /assets/css/app.css .......................... ~ 0.33ms
  2026-01-09 09:55:55 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-09 09:55:55 /favicon.ico ................................. ~ 0.31ms
  2026-01-09 09:55:56 /dashboard/inactive_users ........................ ~ 1s
  2026-01-09 09:55:57 /assets/css/app.css .......................... ~ 0.35ms
  2026-01-09 09:55:57 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-09 09:55:57 /favicon.ico ................................. ~ 0.33ms
  2026-01-09 09:57:29 /favicon.ico ................................. ~ 0.54ms
  2026-01-09 09:57:39 /dashboard/inactive_users ........................ ~ 1s
  2026-01-09 09:57:41 /assets/css/app.css .......................... ~ 0.32ms
  2026-01-09 09:57:41 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-09 09:57:41 /favicon.ico ................................. ~ 0.32ms
  2026-01-09 09:57:48 /favicon.ico ................................. ~ 0.55ms
  2026-01-09 09:57:49 /dashboard/payments/date ..................... ~ 0.43ms
  2026-01-09 09:57:49 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-09 09:57:49 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-09 09:57:49 /favicon.ico ................................. ~ 0.34ms
  2026-01-09 09:57:56 /dashboard/payments ........................ ~ 500.93ms
  2026-01-09 09:57:57 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-09 09:57:57 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-09 09:57:57 /favicon.ico ................................. ~ 0.30ms
  2026-01-09 09:58:18 /favicon.ico ................................. ~ 0.56ms
  2026-01-09 09:58:20 /dashboard/payments .............................. ~ 1s
  2026-01-09 09:58:21 /assets/css/app.css .......................... ~ 0.35ms
  2026-01-09 09:58:21 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-09 09:58:21 /favicon.ico ................................. ~ 0.27ms
  2026-01-09 10:53:23 /dashboard/new_users/date .................... ~ 0.46ms
